2.0, 21.0, 7.0, 0.0, 2.0, 1.0, 21.0, 7.0, 2.0, 1.0
2.0, 21.0, 7.0, 1.0, 2.0, 2.0, 21.0, 7.0, 1.0, 2.0
3.0, 12.0, 7.0, 3.0, 3.0, 5.0, 17.0, 13.0, 2.0, 6.0
3.0, 14.0, 6.0, 3.0, 3.0, 3.0, 14.0, 11.0, 1.0, 3.0
3.0, 14.0, 6.0, 3.0, 3.0, 2.0, 15.0, 7.0, 8.0, 4.0
3.0, 14.0, 6.0, 3.0, 3.0, 3.0, 13.0, 10.0, 1.0, 3.0
3.0, 14.0, 6.0, 3.0, 3.0, 3.0, 12.0, 9.0, 2.0, 3.0
5.0, 15.0, 6.0, 1.0, 5.0, 5.0, 18.0, 9.0, 4.0, 6.0
5.0, 15.0, 6.0, 1.0, 5.0, 5.0, 17.0, 8.0, 4.0, 5.0
5.0, 20.0, 6.0, 2.0, 5.0, 7.0, 18.0, 11.0, 4.0, 7.0
5.0, 20.0, 6.0, 2.0, 5.0, 7.0, 16.0, 10.0, 3.0, 7.0
5.0, 20.0, 6.0, 2.0, 5.0, 2.0, 6.0, 4.0, 1.0, 2.0
5.0, 20.0, 6.0, 1.0, 5.0, 5.0, 20.0, 6.0, 1.0, 5.0
9.0, 26.0, 9.0, 1.0, 9.0, 6.0, 18.0, 8.0, 1.0, 7.0
9.0, 26.0, 9.0, 1.0, 9.0, 7.0, 18.0, 8.0, 1.0, 7.0
9.0, 26.0, 9.0, 1.0, 9.0, 8.0, 26.0, 9.0, 1.0, 9.0
9.0, 34.0, 9.0, 1.0, 9.0, 8.0, 25.0, 9.0, 1.0, 9.0
9.0, 34.0, 9.0, 1.0, 9.0, 6.0, 34.0, 9.0, 1.0, 9.0
6.0, 38.0, 8.0, 4.0, 6.0, 10.0, 36.0, 11.0, 0.0, 11.0
6.0, 38.0, 8.0, 4.0, 6.0, 9.0, 34.0, 10.0, 0.0, 10.0
6.0, 38.0, 8.0, 4.0, 6.0, 5.0, 31.0, 9.0, 1.0, 9.0
6.0, 38.0, 8.0, 4.0, 6.0, 3.0, 38.0, 8.0, 4.0, 6.0
11.0, 47.0, 11.0, 2.0, 11.0, 10.0, 42.0, 11.0, 0.0, 11.0
14.0, 89.0, 14.0, 0.0, 14.0, 11.0, 86.0, 12.0, 1.0, 12.0
14.0, 89.0, 14.0, 1.0, 14.0, 12.0, 89.0, 14.0, 1.0, 14.0
12.0, 85.0, 13.0, 1.0, 12.0, 12.0, 85.0, 13.0, 1.0, 12.0
15.0, 100.0, 15.0, 1.0, 15.0, 14.0, 100.0, 15.0, 1.0, 15.0
2.0, 12.0, 7.0, 3.0, 2.0, 4.0, 12.0, 8.0, 4.0, 4.0
2.0, 12.0, 7.0, 3.0, 2.0, 4.0, 11.0, 7.0, 4.0, 4.0
2.0, 12.0, 7.0, 2.0, 2.0, 2.0, 12.0, 7.0, 2.0, 2.0
2.0, 11.0, 5.0, 3.0, 2.0, 3.0, 18.0, 8.0, 1.0, 3.0
2.0, 12.0, 5.0, 4.0, 2.0, 3.0, 16.0, 8.0, 0.0, 3.0
2.0, 12.0, 5.0, 4.0, 2.0, 6.0, 15.0, 9.0, 0.0, 6.0
2.0, 12.0, 5.0, 3.0, 2.0, 6.0, 14.0, 8.0, 0.0, 6.0
2.0, 12.0, 5.0, 3.0, 2.0, 2.0, 12.0, 5.0, 3.0, 2.0
2.0, 13.0, 5.0, 2.0, 2.0, 4.0, 16.0, 9.0, 2.0, 5.0
2.0, 15.0, 5.0, 3.0, 2.0, 2.0, 16.0, 8.0, 0.0, 6.0
2.0, 15.0, 5.0, 3.0, 2.0, 2.0, 13.0, 7.0, 1.0, 2.0
2.0, 16.0, 4.0, 3.0, 2.0, 3.0, 12.0, 6.0, 2.0, 6.0
2.0, 16.0, 4.0, 3.0, 2.0, 2.0, 8.0, 5.0, 1.0, 3.0
2.0, 16.0, 4.0, 3.0, 2.0, 2.0, 6.0, 4.0, 1.0, 2.0
2.0, 16.0, 4.0, 2.0, 2.0, 1.0, 4.0, 3.0, 2.0, 2.0
2.0, 16.0, 4.0, 2.0, 2.0, 1.0, 3.0, 2.0, 2.0, 1.0
2.0, 16.0, 4.0, 3.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0
2.0, 16.0, 4.0, 3.0, 2.0, 2.0, 16.0, 4.0, 3.0, 2.0
8.0, 24.0, 8.0, 2.0, 8.0, 12.0, 42.0, 14.0, 1.0, 12.0
8.0, 24.0, 8.0, 2.0, 8.0, 7.0, 24.0, 8.0, 2.0, 8.0
7.0, 29.0, 7.0, 3.0, 7.0, 6.0, 29.0, 7.0, 3.0, 7.0
7.0, 36.0, 7.0, 3.0, 7.0, 6.0, 36.0, 7.0, 3.0, 7.0
10.0, 46.0, 10.0, 2.0, 10.0, 9.0, 46.0, 10.0, 2.0, 10.0
11.0, 46.0, 11.0, 3.0, 11.0, 8.0, 53.0, 10.0, 1.0, 9.0
11.0, 52.0, 11.0, 3.0, 11.0, 10.0, 52.0, 11.0, 3.0, 11.0
11.0, 55.0, 11.0, 5.0, 11.0, 10.0, 55.0, 11.0, 5.0, 11.0
15.0, 76.0, 15.0, 1.0, 15.0, 14.0, 76.0, 15.0, 1.0, 15.0
14.0, 74.0, 14.0, 1.0, 14.0, 13.0, 74.0, 14.0, 1.0, 14.0
13.0, 73.0, 13.0, 1.0, 13.0, 8.0, 73.0, 13.0, 1.0, 13.0
8.0, 68.0, 12.0, 4.0, 8.0, 8.0, 68.0, 12.0, 4.0, 8.0
8.0, 65.0, 11.0, 5.0, 8.0, 8.0, 65.0, 11.0, 5.0, 8.0
12.0, 49.0, 12.0, 1.0, 12.0, 11.0, 49.0, 12.0, 1.0, 12.0
11.0, 46.0, 11.0, 1.0, 11.0, 5.0, 46.0, 11.0, 1.0, 11.0
14.0, 82.0, 14.0, 0.0, 14.0, 13.0, 82.0, 14.0, 0.0, 14.0
13.0, 74.0, 13.0, 2.0, 13.0, 5.0, 74.0, 13.0, 2.0, 13.0
5.0, 68.0, 12.0, 4.0, 5.0, 4.0, 68.0, 12.0, 4.0, 5.0
4.0, 63.0, 11.0, 5.0, 4.0, 4.0, 63.0, 11.0, 5.0, 4.0
15.0, 78.0, 15.0, 1.0, 15.0, 14.0, 78.0, 15.0, 1.0, 15.0
14.0, 78.0, 14.0, 1.0, 14.0, 13.0, 78.0, 14.0, 1.0, 14.0
14.0, 78.0, 14.0, 2.0, 14.0, 13.0, 78.0, 14.0, 2.0, 14.0
4.0, 22.0, 10.0, 3.0, 4.0, 4.0, 22.0, 10.0, 3.0, 4.0
9.0, 28.0, 14.0, 5.0, 9.0, 3.0, 12.0, 6.0, 0.0, 3.0
14.0, 38.0, 15.0, 6.0, 14.0, 2.0, 9.0, 6.0, 4.0, 2.0
14.0, 38.0, 15.0, 5.0, 14.0, 14.0, 38.0, 15.0, 5.0, 14.0
14.0, 37.0, 14.0, 6.0, 14.0, 2.0, 8.0, 5.0, 4.0, 2.0
13.0, 49.0, 17.0, 3.0, 13.0, 2.0, 8.0, 5.0, 1.0, 3.0
